employee_id,employee_name,salary,position,department,hire_date,bonus,overtime_hours,tax_rate,net_pay
511,Julius Spensly,33028.43,Programmer Analyst IV,Product Management,4/4/2014,213.96,2.79,0.1271,81524.64
512,Martita Mullord,122765.38,Software Test Engineer IV,Services,4/9/2011,4322.31,6.29,0.3485,29877.55
513,Constancy Bygreaves,34701.86,Pharmacist,Business Development,7/26/2007,2401.16,11.38,0.1336,91448.49
514,Vick Dean,49115.13,Chief Design Engineer,Sales,9/7/2001,1787.56,13.73,0.097,22238.17
515,Craggie Manginot,135078.89,Assistant Media Planner,Services,6/8/2018,3861.99,8.55,0.4913,68152.27
516,Terrance O'Currane,103223.21,Biostatistician II,Accounting,11/2/2002,1215.92,8.85,0.185,107985.9
517,Adriaens Jako,139599.31,Web Designer II,Training,2/3/2018,2121.74,0.71,0.2619,46643.64
518,Roanne Tours,101193.37,Clinical Specialist,Training,12/6/2010,2897.53,16.03,0.1355,107129.61
519,Mathian Mart,143436.85,Information Systems Manager,Human Resources,9/3/2017,283.07,6.15,0.2997,23714.46
520,Vanya Grayling,58034.8,Electrical Engineer,Human Resources,10/24/2002,4975.09,0.97,0.2761,75750.7
521,Elsinore Deny,43086.38,VP Accounting,Human Resources,9/11/2008,2070.62,1.63,0.4113,106330.67
522,Murielle Stanfield,58956.98,Recruiter,Support,4/4/2006,2075.04,5.55,0.0266,32352.15
523,Tanya Tatnell,107244.98,Pharmacist,Support,1/28/2018,2088.56,11.78,0.0514,66313.49
524,Wilburt Adamski,99144.28,Environmental Tech,Marketing,7/27/2009,1943.64,3.71,0.2523,24678.06
525,Lou Arnot,59783.56,Payment Adjustment Coordinator,Human Resources,2/24/2003,1866.24,18.97,0.1197,70527.62
526,Ruddy Aspy,54257.32,Physical Therapy Assistant,Training,6/10/2000,3072.03,16.45,0.4642,112027.94
527,Herrick Scirman,69532.17,Senior Financial Analyst,Sales,9/18/2000,2725.87,10.15,0.1159,134127.72
528,Erinn Ginnety,40752.6,Internal Auditor,Human Resources,10/2/2005,1050.0,18.82,0.4088,87263.5
529,Suzanne Ridolfo,73011.82,Biostatistician IV,Training,4/30/2007,2010.35,8.86,0.1981,70801.94
530,Waylin Tanby,87345.92,Office Assistant I,Support,9/5/2019,4958.76,9.64,0.3158,86230.22
531,Waldemar Mesant,107207.96,Professor,Human Resources,5/16/2013,2785.57,10.18,0.4562,46868.7
532,Cly Eykelbosch,146124.46,Analyst Programmer,Services,12/13/2003,4956.98,12.9,0.1784,69951.64
533,Herold Lytell,96215.65,Software Engineer IV,Business Development,1/14/2021,4976.57,0.03,0.4545,67398.36
534,Myriam Whitty,99193.92,Librarian,Marketing,12/25/2009,1008.79,6.35,0.3863,56071.28
535,Karisa Mincher,85992.12,VP Sales,Product Management,12/5/2003,3347.56,14.34,0.389,125043.05
536,Idelle Vaud,56191.81,Quality Control Specialist,Sales,5/25/2011,4568.28,13.2,0.3516,78830.6
537,Oliviero Maleham,136541.68,Computer Systems Analyst III,Business Development,8/9/2002,3790.71,3.08,0.187,93930.81
538,Jock Dow,90461.81,Budget/Accounting Analyst IV,Accounting,4/29/2016,4228.76,1.04,0.074,68402.7
539,Chicky Hunnywell,101636.61,Environmental Tech,Business Development,5/14/2007,4162.71,12.76,0.3465,87894.92
540,Carol-jean Bankhurst,20722.21,Data Coordinator,Support,3/9/2021,3637.19,4.51,0.1512,96635.72
541,Malva Yakubovics,49806.82,Mechanical Systems Engineer,Accounting,5/12/2010,4171.26,8.62,0.0751,137934.4
542,Terrill Siebart,97595.74,Assistant Professor,Accounting,11/2/2008,585.68,1.85,0.1519,125037.29
543,Brose Avramow,59164.34,Internal Auditor,Product Management,10/4/2016,4993.54,5.57,0.2328,33930.15
544,Elita Fortye,118960.42,General Manager,Marketing,7/24/2000,330.6,9.52,0.0339,86468.41
545,Debbie Drinnan,72954.26,Executive Secretary,Services,6/10/2021,3812.76,7.04,0.0621,118349.04
546,Alyosha Formby,47647.83,Information Systems Manager,Marketing,6/27/2003,4809.63,10.15,0.0685,21152.8
547,Julietta Bampforth,85804.44,Developer IV,Human Resources,2/10/2017,464.71,16.92,0.3722,89543.38
548,Jonathan Denver,144917.64,Research Assistant IV,Business Development,6/15/2012,2638.25,3.43,0.2514,93161.51
549,Fin Cordie,124880.44,Social Worker,Business Development,6/2/2014,76.76,5.16,0.4613,43935.71
550,Jaquelyn Tanzig,137335.47,Software Engineer I,Business Development,1/11/2009,3839.74,13.18,0.2931,18549.46
551,Shirleen Frearson,26378.0,Geological Engineer,Sales,2/7/2018,32.93,14.15,0.2072,97954.82
552,Linnie Copello,44137.87,Staff Scientist,Business Development,5/26/2022,3720.23,3.68,0.4692,73954.47
553,Ringo Coyle,41085.69,Editor,Engineering,2/5/2022,4105.87,11.43,0.3932,107235.91
554,Tracee Miguet,94609.11,Media Manager I,Training,3/7/2013,3973.8,5.56,0.0213,59158.09
555,Suzanna Bramford,139443.46,Senior Financial Analyst,Accounting,3/25/2009,4786.47,12.42,0.1379,132550.84
556,Shaw Burnhard,90702.31,Programmer III,Research and Development,11/30/2021,4630.4,3.28,0.2432,137185.26
557,Beverly Huitt,63011.06,Staff Scientist,Sales,12/11/2013,1864.43,14.04,0.24,53310.87
558,Adriano Fills,31672.37,Teacher,Sales,6/12/2005,2262.2,1.15,0.1895,86242.04
559,Zarah McPhee,85993.22,Programmer Analyst II,Business Development,8/2/2007,2766.53,17.36,0.4806,94024.71
560,Shaine Merman,70528.4,Account Executive,Sales,2/7/2012,4186.18,14.27,0.2881,39411.6
561,Milicent Burman,37389.78,Web Designer III,Product Management,10/31/2013,1298.5,18.17,0.1492,37831.39
562,Nicolas Trimby,94800.53,Legal Assistant,Sales,12/9/2020,2692.76,8.5,0.3581,71861.24
563,Herbert Murfin,64717.04,Speech Pathologist,Services,8/17/2015,3384.64,4.49,0.4892,31009.1
564,Estrellita Hardstaff,142691.67,Systems Administrator IV,Engineering,10/4/2003,50.5,7.78,0.464,122410.22
565,Veronica Yes,136190.85,General Manager,Legal,1/14/2008,1438.11,15.19,0.0839,38343.98
566,Valentine Franzettoini,57659.47,Civil Engineer,Human Resources,8/10/2020,134.66,9.08,0.0629,35506.29
567,Ogden Bexley,46506.72,Senior Editor,Accounting,4/7/2007,1505.56,8.86,0.3591,24651.34
568,Jereme Fellibrand,82480.27,Nuclear Power Engineer,Marketing,4/8/2013,1126.44,4.63,0.1761,84722.0
569,Ann Berthouloume,39077.81,General Manager,Human Resources,1/22/2006,3580.44,0.53,0.059,136203.13
570,Pooh Lemery,121552.37,Registered Nurse,Accounting,4/29/2005,3151.2,15.06,0.3866,97433.29
571,Dallis Squirrel,40031.83,Database Administrator III,Human Resources,10/15/2009,4307.46,5.2,0.3653,104481.65
572,Clarine Hinge,57706.4,Graphic Designer,Engineering,6/28/2005,508.32,13.31,0.3098,61671.93
573,Nola Eaglen,97644.27,Recruiting Manager,Support,10/9/2009,3681.14,6.03,0.4857,84416.18
574,Vivyanne Lockley,91433.87,Senior Sales Associate,Legal,3/4/2018,3184.89,13.09,0.2317,51859.43
575,Berke Carles,55577.18,Account Representative II,Marketing,9/8/2022,211.51,14.27,0.4529,115466.89
576,Peder Antonchik,147152.68,Actuary,Human Resources,12/26/2009,4851.27,7.0,0.3267,71904.1
577,Minnnie McTrustie,21796.23,Structural Engineer,Marketing,9/8/2016,1798.6,13.33,0.0413,52634.81
578,Theo Klos,55939.29,Database Administrator II,Accounting,9/29/2004,1160.11,18.23,0.4171,92024.87
579,Sven Leckenby,86641.47,Web Developer III,Human Resources,5/25/2016,295.11,1.07,0.2583,27392.1
580,Virgie Sawforde,95803.78,Teacher,Training,9/23/2016,2953.78,13.71,0.1375,25720.39
581,Garold Carlet,56497.77,Engineer III,Marketing,2/27/2007,530.98,10.1,0.2109,43644.03
582,Gabriel Glennon,83083.18,Tax Accountant,Research and Development,4/25/2000,1922.59,9.01,0.1184,26464.86
583,Staffard Ragless,91524.16,Junior Executive,Marketing,6/30/2005,49.38,0.38,0.0472,128492.68
584,Paule Heinritz,144159.39,Recruiter,Business Development,11/26/2017,865.07,10.25,0.1684,26048.0
585,Hilary Jeandillou,32043.54,Assistant Manager,Services,10/21/2005,3773.54,10.56,0.1841,70967.24
586,Dinnie Toy,89656.03,Occupational Therapist,Marketing,8/29/2011,3721.94,5.47,0.0174,54506.49
587,Alexi Rydzynski,40922.79,Senior Quality Engineer,Legal,2/27/2003,108.26,17.81,0.2078,79244.67
588,Juana Vink,88659.86,Marketing Manager,Accounting,1/8/2017,853.47,12.31,0.1024,50482.14
589,Elysee Filipson,83882.83,Office Assistant I,Support,1/4/2011,1775.99,14.46,0.1247,116123.12
590,Antoni Prugel,62989.8,Electrical Engineer,Accounting,5/6/2006,1622.75,9.5,0.1998,131957.61
591,Ancell Pamphilon,31163.14,Senior Sales Associate,Research and Development,4/10/2009,837.11,12.94,0.1266,59543.84
592,Maddy Dermott,80900.02,Human Resources Assistant IV,Business Development,11/3/2002,1711.85,8.64,0.2317,126474.96
593,Gwynne Mouton,147557.84,Assistant Professor,Accounting,1/16/2002,4895.71,15.66,0.0355,32085.92
594,Alon Praton,72922.26,Senior Sales Associate,Sales,12/14/2004,3124.31,1.84,0.4466,65223.41
595,Lyndel Dermot,70431.11,Database Administrator III,Training,10/24/2007,4910.13,9.98,0.1499,112420.13
596,Brande Rossetti,146573.99,Assistant Professor,Marketing,8/28/2019,2556.82,10.8,0.4909,16990.93
597,Leland Howselee,21059.94,Social Worker,Support,9/1/2000,195.54,0.5,0.1328,24166.66
598,Sara Guinery,119172.21,Director of Sales,Engineering,6/18/2017,2926.73,6.83,0.3498,105472.47
599,Sunshine Unworth,98294.63,Civil Engineer,Sales,10/8/2021,470.6,15.68,0.1259,39861.43
600,Sibylle Dresser,56535.73,Research Nurse,Legal,2/7/2000,79.75,15.04,0.3608,41435.13
601,Dot Larkworthy,31246.29,Actuary,Research and Development,2/4/2016,4959.79,2.26,0.3131,114299.58
602,Vittorio Gianettini,84411.54,Help Desk Operator,Research and Development,2/25/2014,1269.86,4.26,0.3572,95270.84
603,Sigismondo Shimmin,96749.5,Financial Analyst,Research and Development,10/11/2015,841.98,11.64,0.1329,114608.73
604,Allister Lepper,101244.13,Senior Developer,Legal,7/5/2001,4031.06,11.58,0.4458,17621.7
605,Dorena Wemyss,32792.93,Electrical Engineer,Services,6/11/2005,2263.99,14.27,0.3891,17875.83
606,Alexander Massey,62047.22,Health Coach II,Engineering,10/11/2000,1260.33,18.72,0.4644,18777.5
607,Cam Alaway,43914.88,Quality Control Specialist,Sales,9/8/2005,4386.49,18.53,0.2454,22691.85
608,Skyler Cardinal,43290.45,Account Executive,Marketing,6/24/2011,4900.58,12.7,0.1413,20985.76
609,Silvester Osmon,23370.83,Administrative Assistant I,Legal,5/26/2005,4700.37,17.21,0.2532,48527.06
610,Mellie Selborne,91798.6,Systems Administrator I,Legal,8/2/2014,4950.25,1.53,0.1528,75290.22
611,Gabrila Dood,69778.26,Human Resources Assistant IV,Marketing,10/10/2010,2577.33,7.29,0.4107,132682.18
612,Cordula Cokly,81629.76,Payment Adjustment Coordinator,Legal,5/24/2020,499.06,14.41,0.4004,137273.99
613,Jakob Eddington,114138.54,Food Chemist,Services,5/17/2014,807.33,14.38,0.4081,130474.42
614,Millisent Dumberrill,70343.99,Technical Writer,Legal,11/14/2011,4216.7,7.95,0.1527,130621.2
615,Raquel Wybrew,30215.01,Geological Engineer,Engineering,9/16/2010,1334.78,3.51,0.0176,98343.89
616,Moise Bowman,140586.13,Programmer III,Product Management,4/15/2017,3284.6,16.51,0.4086,56844.66
617,Florella Coplestone,58994.21,Actuary,Services,9/27/2012,4566.46,1.59,0.0748,21948.06
618,Yettie Lghan,124568.97,Web Developer IV,Training,4/12/2003,2501.38,1.49,0.0495,126306.0
619,Jecho Hancox,124747.67,Research Assistant II,Support,8/28/2017,678.16,6.25,0.3083,127804.39
620,Violet Abdy,66173.81,Product Engineer,Services,9/18/2007,1147.4,7.42,0.1294,137471.67
621,Shandee Rospars,56248.92,Nurse,Research and Development,8/21/2010,3075.33,10.13,0.0836,113856.73
622,Druci Creboe,123602.38,Assistant Media Planner,Human Resources,12/4/2007,3062.96,6.06,0.1344,79139.32
623,Merrilee Redshaw,114633.51,Nurse Practicioner,Services,10/25/2003,1678.51,19.03,0.1278,51503.34
624,Sherlocke MacAlees,78273.26,Recruiting Manager,Sales,5/17/2016,3823.54,5.47,0.4618,121911.15
625,Carolin Gillopp,115009.73,Web Designer I,Sales,9/24/2009,2804.93,7.67,0.3954,84656.67
626,Glen Belison,81342.42,Business Systems Development Analyst,Training,5/28/2022,4039.6,3.55,0.0009,116332.23
627,Standford Nelius,52144.02,Food Chemist,Product Management,4/1/2001,3074.89,12.16,0.0728,26101.01
628,Dollie Finci,109276.82,Information Systems Manager,Sales,2/4/2022,3874.61,1.91,0.3058,67566.65
629,Gearalt Mitro,130995.84,Marketing Assistant,Marketing,6/12/2018,4599.75,4.21,0.3996,55140.22
630,Blayne Ligerton,24807.31,VP Marketing,Legal,1/26/2016,4629.07,12.37,0.2718,27061.37
631,Bailey Wakeman,123224.99,Quality Engineer,Legal,4/10/2018,1106.78,3.41,0.0773,32107.2
632,Caitlin Kelcher,86101.27,Account Representative III,Research and Development,8/16/2005,4719.0,12.67,0.2212,127636.78
633,Shaylyn Sollime,127975.17,VP Accounting,Legal,12/6/2002,4289.32,0.48,0.0816,102279.68
634,Benedetta Chismon,29364.87,Health Coach I,Services,10/3/2000,4062.89,17.92,0.3103,100053.65
635,Marcos Jeffree,95818.54,Payment Adjustment Coordinator,Human Resources,9/18/2018,3539.83,18.53,0.032,90877.26
636,Haven Hully,95788.51,Human Resources Manager,Engineering,6/22/2007,4409.87,8.16,0.1428,62110.16
637,Vivia Doerffer,62579.44,General Manager,Research and Development,9/15/2009,2285.55,17.03,0.2157,49068.99
638,Leighton Lucian,114393.27,Environmental Tech,Support,12/11/2002,982.92,11.68,0.1086,113491.1
639,Adora Eckford,60859.56,Tax Accountant,Research and Development,10/28/2007,2010.71,2.67,0.2285,136317.13
640,Brittney Greated,124112.14,Senior Quality Engineer,Training,10/17/2013,2797.24,12.54,0.1169,31129.77
641,Lee Sarll,90597.33,VP Quality Control,Accounting,4/8/2012,4485.14,5.21,0.4702,70365.28
642,Jackelyn O'Kelly,119599.44,Teacher,Services,6/15/2000,1967.45,17.97,0.2026,70702.93
643,Diana Paske,37022.86,Marketing Manager,Legal,11/22/2007,644.89,12.01,0.1737,102325.64
644,Sig D'Alessio,45433.74,Associate Professor,Support,7/13/2002,1828.97,19.05,0.2835,84409.95
645,Merrel Bockman,107037.69,Structural Engineer,Engineering,6/15/2021,903.67,16.54,0.3374,61429.57
646,Lela Smardon,144921.83,Electrical Engineer,Accounting,8/25/2011,4414.95,7.68,0.405,58806.1
647,Blondell Folley,90943.95,Professor,Marketing,11/12/2016,2296.37,3.27,0.2519,104554.03
648,Clayborn Giacobelli,60118.01,Financial Advisor,Product Management,3/9/2017,199.54,10.56,0.4152,90542.12
649,Mignon Marc,132653.25,Software Engineer IV,Business Development,11/26/2014,3369.53,18.62,0.1084,69384.17
650,Arlene Larder,67942.98,Mechanical Systems Engineer,Business Development,5/12/2008,412.35,1.84,0.2029,19243.84
651,Nat Theobald,113322.92,GIS Technical Architect,Services,1/20/2015,1732.58,18.94,0.2584,16979.34
652,Liva Gemson,119339.43,VP Accounting,Accounting,2/10/2000,4833.32,14.67,0.2294,21262.64
653,Tildy Ballance,98180.5,Clinical Specialist,Human Resources,2/27/2019,493.06,2.1,0.3023,95416.33
654,Colan Pemberton,36022.99,Graphic Designer,Legal,11/28/2006,3121.94,16.22,0.1901,78394.37
655,Anya Cisar,125985.7,Statistician II,Sales,8/25/2014,183.02,11.17,0.1041,30385.61
656,Juli Gellier,134734.51,Systems Administrator IV,Human Resources,9/2/2004,2798.71,4.69,0.2496,39862.58
657,Alwin Melladew,88203.52,Design Engineer,Legal,6/17/2017,4894.74,19.79,0.4487,39322.64
658,Andra Willcox,57335.29,Physical Therapy Assistant,Product Management,3/22/2003,3614.87,8.38,0.3492,46496.37
659,Adham Finnick,107726.33,Design Engineer,Product Management,5/17/2021,2587.14,9.43,0.095,90771.25
660,Gabie Latan,115955.7,Structural Analysis Engineer,Sales,12/21/2019,3417.27,19.94,0.0264,109103.22
661,Mose Berecloth,30014.6,Associate Professor,Research and Development,12/11/2002,40.23,14.92,0.3016,43560.43
662,Even Calladine,49626.55,Analyst Programmer,Training,11/1/2007,1297.51,11.71,0.1842,44170.19
663,Tory Caunt,46643.1,Research Associate,Support,6/19/2019,1894.2,0.26,0.3649,123006.61
664,Cyrus Bridgement,118554.24,Software Consultant,Support,3/21/2015,1937.28,6.98,0.4427,27386.5
665,Veronika Kenyon,58293.22,Web Developer I,Research and Development,2/18/2020,3506.82,11.54,0.014,42399.64
666,Nestor Suffe,148099.31,Legal Assistant,Human Resources,8/1/2012,2002.81,1.38,0.2757,73456.58
667,Tracy Rackham,114273.47,Quality Engineer,Sales,10/27/2011,4885.25,1.94,0.1575,127848.85
668,Giorgia Mainston,31455.54,VP Marketing,Services,8/20/2000,4267.85,14.07,0.149,41113.74
669,Loreen Spera,115224.3,Programmer I,Support,11/21/2000,3965.88,16.28,0.2567,116600.33
670,Jocelyn Ottawell,41854.47,Systems Administrator IV,Marketing,9/24/2000,687.72,12.64,0.4653,127092.24
671,Davey Moynham,109971.42,Systems Administrator I,Product Management,9/3/2001,4254.13,10.91,0.2561,63485.7
672,Suzy Valsler,78914.32,Research Nurse,Accounting,3/16/2003,824.29,19.67,0.0396,17339.49
673,Bar Tedman,123252.02,Director of Sales,Product Management,11/2/2003,4040.13,11.08,0.3322,17422.97
674,Fallon Dulieu,120747.5,Design Engineer,Research and Development,7/3/2011,3124.09,10.86,0.3287,114415.58
675,Adele Summerscales,111888.7,Information Systems Manager,Legal,10/28/2021,1687.84,2.88,0.1574,115563.69
676,Neils Bernardeau,72671.42,Analyst Programmer,Product Management,6/28/2004,1061.64,6.43,0.3405,97975.54
677,Guillaume Cicculi,143075.96,Financial Analyst,Research and Development,7/17/2021,2113.97,8.02,0.2492,20553.06
678,Odelia Bellward,147277.38,Speech Pathologist,Product Management,2/4/2005,2534.74,19.83,0.3267,88043.12
679,Saleem Mixer,99128.24,Analog Circuit Design manager,Product Management,10/7/2006,1036.97,5.62,0.216,96135.88
680,Pepito Arkcoll,45516.29,Product Engineer,Business Development,3/18/2003,313.1,9.33,0.3444,71884.49
681,Zelig Ollivierre,63960.94,Account Executive,Support,1/21/2014,1485.33,16.28,0.2694,134185.78
682,Cordula Waghorn,58462.4,Recruiting Manager,Sales,8/17/2016,3106.16,16.55,0.0129,53221.11
683,Rutherford Densham,30360.26,Safety Technician II,Support,3/11/2016,4504.46,19.95,0.2968,34191.76
684,Shelton Hullin,116651.9,Civil Engineer,Accounting,6/20/2019,233.78,18.43,0.1217,98332.28
685,Dannie Chasmoor,73932.62,Registered Nurse,Sales,1/21/2020,1299.94,1.11,0.1835,66270.74
686,Rainer Jeary,61887.24,Analyst Programmer,Business Development,1/3/2020,848.1,5.02,0.3928,46357.24
687,Jobye Mosby,68153.9,Structural Analysis Engineer,Business Development,4/17/2003,1647.94,13.03,0.2702,61509.1
688,Rodina Lindop,25045.04,Civil Engineer,Sales,8/20/2018,615.6,13.85,0.1863,48790.23
689,Karna Cescoti,93386.78,Senior Cost Accountant,Support,7/24/2017,655.49,9.6,0.0046,44890.89
690,Carena Beevis,36522.3,Civil Engineer,Business Development,12/30/2017,2435.11,0.86,0.3171,80421.16
691,Tyler Theis,47307.18,Safety Technician III,Business Development,5/13/2010,784.68,9.05,0.001,15929.14
692,Ricoriki Heathcott,117952.35,Data Coordinator,Sales,5/6/2000,2547.1,3.63,0.1457,31642.25
693,Steffen Sawl,144399.58,Quality Control Specialist,Product Management,11/7/2000,3428.97,19.89,0.2339,86497.36
694,Mohandas Truran,61702.22,VP Sales,Support,9/16/2019,4666.52,15.69,0.2617,58987.64
695,Hillel Wormstone,132113.54,Recruiter,Product Management,4/19/2010,1453.88,14.02,0.0032,110491.66
696,Donnell Assard,137845.11,Graphic Designer,Training,7/15/2001,1350.9,9.34,0.4336,129408.24
697,Edithe Gatchel,45856.84,Staff Accountant IV,Services,12/29/2022,1083.23,18.78,0.3767,128178.58
698,Sadella Tutchener,127810.07,Programmer Analyst IV,Support,3/29/2003,628.75,8.29,0.0403,57255.81
699,Katerine Trodden,65983.12,Human Resources Manager,Research and Development,8/30/2022,875.86,10.98,0.3782,77684.3
700,Tobe Jewers,87027.14,Senior Developer,Accounting,9/5/2022,4127.43,12.15,0.2432,118088.01
701,Trenna Linscott,129388.5,Cost Accountant,Accounting,12/11/2011,2596.42,2.56,0.2442,82380.61
702,Morton Farlow,111010.53,Actuary,Training,5/12/2006,1694.0,10.88,0.4659,32707.72
703,Brok Langfield,45248.39,Pharmacist,Marketing,9/15/2015,2173.19,7.79,0.3522,55508.88
704,Kandy MacMeanma,27573.9,Account Executive,Product Management,10/14/2013,3305.85,4.92,0.3532,60545.68
705,Jess Bausor,146238.59,Electrical Engineer,Training,1/8/2007,324.61,8.67,0.492,82608.72
706,Tiffi Skotcher,23271.84,Paralegal,Engineering,10/21/2017,4915.22,13.68,0.396,106925.24
707,Tansy Loud,136554.02,Senior Editor,Legal,5/23/2006,854.53,4.02,0.05,136680.88
708,Dannie Whaites,91277.91,Dental Hygienist,Support,8/10/2013,3786.3,5.76,0.4625,79919.22
709,Darrell Twinterman,28349.5,Product Engineer,Engineering,4/18/2022,2738.71,15.36,0.1017,59139.35
710,Tish Giorgi,29099.31,General Manager,Legal,5/13/2000,4096.69,4.98,0.23,16138.68
711,Reggis Moy,32287.28,Compensation Analyst,Marketing,2/21/2000,2925.49,2.46,0.3881,47730.65
712,Rand Camm,87640.12,Internal Auditor,Research and Development,4/14/2021,4359.09,12.71,0.4273,131994.43
713,Francesca Ludvigsen,111647.51,Design Engineer,Services,5/20/2015,2659.24,0.37,0.0977,109594.32
714,Florette Symcox,69066.2,Operator,Sales,7/10/2009,1347.91,3.89,0.4557,127819.11
715,Hercule Klasing,29879.42,Software Engineer II,Legal,7/21/2004,4438.0,6.84,0.0053,123948.19
716,Zedekiah Knuckles,97716.04,Information Systems Manager,Training,2/27/2015,4609.6,13.92,0.2084,72750.01
717,Daven Esparza,102109.96,Editor,Engineering,2/21/2011,1625.48,4.68,0.3483,26692.94
718,Shantee Vearncombe,72276.5,Health Coach IV,Training,3/2/2014,3902.15,5.64,0.3503,111249.74
719,Nettie Charsley,59439.81,Quality Control Specialist,Training,8/15/2016,2553.87,8.8,0.1331,119796.36
720,Sherwynd Poytheras,82560.8,Help Desk Technician,Marketing,7/17/2006,4670.49,6.78,0.18,106331.99
721,Barth Kleanthous,134134.39,Human Resources Assistant III,Marketing,5/25/2003,736.11,2.33,0.2098,56796.76
722,Vincents Goatcher,147695.19,Occupational Therapist,Product Management,1/29/2003,3472.45,12.22,0.2455,77772.24
723,Virge Ghidini,141475.0,Design Engineer,Services,1/3/2000,865.69,18.26,0.3887,45827.1
724,Briny Box,144330.64,Research Associate,Training,6/3/2021,2622.34,19.27,0.2454,90124.19
725,Magdalen Rowaszkiewicz,105975.27,Civil Engineer,Human Resources,12/24/2014,4910.17,10.5,0.212,89075.24
726,Garfield Newlan,94070.38,Speech Pathologist,Marketing,2/5/2015,3342.6,19.49,0.1998,82379.05
727,Lesya Vollam,48076.99,Environmental Tech,Sales,2/6/2014,4830.48,2.12,0.0136,29463.52
728,Robin Edgell,89766.79,Analog Circuit Design manager,Research and Development,8/1/2011,4050.9,9.29,0.3492,24536.67
729,Sib Ivimy,52446.29,Payment Adjustment Coordinator,Support,11/8/2010,4997.18,16.2,0.3189,136240.12
730,Giselbert Faire,96679.73,Physical Therapy Assistant,Product Management,4/14/2012,3819.44,3.14,0.2155,26697.63
731,Alaine Hamnet,27561.09,Database Administrator II,Marketing,1/4/2016,4888.32,5.1,0.2326,54956.21
732,Donnamarie Babar,74353.86,Senior Cost Accountant,Support,4/14/2015,1609.03,2.94,0.4028,79793.63
733,Peyter Morbey,44335.18,Geological Engineer,Research and Development,8/15/2002,1973.67,16.11,0.1281,102299.71
734,Kaja Prickett,118033.99,Internal Auditor,Marketing,10/14/2001,3436.05,0.12,0.4811,70623.78
735,Hilarius Goede,27909.66,Cost Accountant,Sales,8/9/2013,1170.32,3.93,0.2848,65476.88
736,Corilla Littlejohns,139771.02,VP Quality Control,Business Development,5/18/2013,4229.58,3.94,0.3199,84386.65
737,Kacie Porter,57083.6,Marketing Manager,Legal,2/11/2017,3148.05,7.91,0.2953,129615.78
738,Grace Strass,84231.53,Geologist IV,Services,11/2/2021,405.4,19.05,0.2112,103599.47
739,Cordie Siburn,31545.08,Operator,Support,5/11/2017,3359.73,17.25,0.446,26041.25
740,Titus Lere,59635.39,Operator,Business Development,11/25/2002,904.95,2.73,0.3071,66629.77
741,Jarret Bretland,125784.45,Safety Technician II,Support,9/21/2011,1088.1,18.42,0.1807,38973.77
742,Brett Espinola,46851.16,Programmer I,Support,5/5/2003,1169.21,12.26,0.0547,19833.41
743,Oralee Peert,119896.66,Environmental Tech,Human Resources,1/10/2007,4953.77,5.17,0.1364,137427.77
744,Lizzie Venner,93558.93,Sales Representative,Sales,1/17/2012,955.24,0.05,0.1118,28543.3
745,Vitia Fullager,62888.06,Research Associate,Training,9/4/2009,4068.93,11.84,0.3777,73966.67
746,Emlyn Boyn,24258.19,Recruiter,Legal,6/19/2009,2834.99,0.98,0.4097,59636.92
747,Haily Eckersley,55098.73,VP Accounting,Research and Development,7/20/2022,3471.78,6.72,0.3929,113529.34
748,Phedra Vankeev,42704.32,Research Associate,Marketing,12/14/2008,512.66,19.26,0.0168,109879.08
749,Wrennie Pringell,128376.0,Staff Accountant II,Support,12/24/2005,2437.57,2.17,0.328,134651.96
750,Donny Zorer,138038.92,Staff Accountant IV,Research and Development,12/23/2016,4449.51,16.04,0.3223,80224.77
751,Jacquenetta Tipling,65254.29,Operator,Training,6/8/2001,3444.75,17.41,0.0299,56796.05
752,Fields Tofts,70901.48,Nurse Practicioner,Product Management,11/25/2014,376.09,10.55,0.2989,92260.5
753,Tulley Bartak,51604.48,Senior Quality Engineer,Support,4/8/2017,3482.45,18.65,0.4196,21193.01
754,Tasha Bruckman,73175.69,Nuclear Power Engineer,Sales,12/18/2000,3430.65,4.99,0.1451,113850.38
755,Katharina Mertel,60325.01,Senior Sales Associate,Product Management,4/10/2021,2685.9,4.94,0.1617,138253.52
756,Serene Dunn,37401.67,Nurse Practicioner,Sales,5/27/2022,1754.95,8.73,0.3344,24383.27
757,Malinda Barthelet,32726.28,Environmental Specialist,Human Resources,10/24/2001,569.65,9.35,0.1191,121137.76
758,Jere Bleackley,41196.97,Registered Nurse,Business Development,1/30/2002,4225.74,10.9,0.031,126323.35
759,Rebekah Paice,67429.79,Account Coordinator,Accounting,6/26/2009,582.43,14.33,0.4922,81550.13
760,Xenos Aylin,25884.52,Administrative Assistant II,Research and Development,3/29/2004,755.99,9.48,0.4292,72976.42
761,Anastasia Hablot,69906.41,Engineer IV,Engineering,7/21/2012,1631.2,12.95,0.0273,117666.76
762,Elisha Lampart,62840.09,Technical Writer,Human Resources,2/19/2002,245.13,19.21,0.0043,62545.51
763,Lind Ronaldson,105339.25,Social Worker,Product Management,2/3/2005,3092.76,10.19,0.1012,74501.69
764,Christiana Surgeoner,107319.42,Food Chemist,Business Development,11/12/2013,1907.32,10.94,0.0283,71928.35
765,Ericka Hartigan,124503.28,Account Representative I,Accounting,1/11/2022,2198.23,1.03,0.1622,119294.6
