employee_id,full_name,job_title,department,hire_date,salary,manager_id,employment_status
656,Bobbe Blaydon,Senior Financial Analyst,Sales,7/14/2023,114880.83,656,Resigned
657,Laureen Grishukov,Office Assistant IV,Marketing,3/25/2023,75893.26,657,On Leave
658,Ame Saltrese,Programmer II,Support,6/14/2023,64149.46,658,Terminated
659,Barnaby King,Sales Associate,Legal,7/21/2023,107070.17,659,Terminated
660,Adolf Halms,Administrative Assistant II,Human Resources,1/16/2023,71266.73,660,Active
661,Ardyth Chaytor,Analyst Programmer,Services,10/14/2023,105285.14,661,On Leave
662,Lizette O' Mara,VP Marketing,Engineering,9/24/2023,51828.08,662,On Leave
663,Livvyy Scorey,Research Nurse,Training,8/23/2023,67224.88,663,Terminated
664,Ole Rafferty,Software Test Engineer IV,Sales,10/1/2023,93072.4,664,Active
665,Rebecka Dawton,Clinical Specialist,Training,5/29/2023,125705.35,665,Terminated
666,Ardra Waterstone,Office Assistant I,Human Resources,5/15/2023,64284.61,666,Active
667,Doreen Sircomb,Actuary,Marketing,10/18/2023,124750.81,667,Resigned
668,Rocky Olechnowicz,Human Resources Assistant IV,Training,2/4/2023,114938.94,668,Resigned
669,Chickie Whitticks,Accountant II,Services,7/10/2023,83902.59,669,On Leave
670,Andrus Gauge,Tax Accountant,Accounting,10/22/2023,57653.78,670,Active
671,Viviana Millin,VP Accounting,Business Development,6/2/2023,72128.23,671,Active
672,Gregoor Rodwell,Analyst Programmer,Support,9/13/2023,133342.77,672,Resigned
673,Conny Meriguet,Web Developer II,Training,11/9/2023,57356.85,673,Active
674,Ermina Cordoba,Web Developer II,Support,1/21/2023,87399.19,674,Active
675,Brannon Cours,Environmental Specialist,Marketing,10/4/2023,98116.06,675,Active
676,Morna Barracks,Accounting Assistant II,Services,11/6/2023,142749.26,676,Active
677,Hyacinthe Tootin,Computer Systems Analyst III,Support,10/10/2023,125332.37,677,On Leave
678,Leeann Stiven,Occupational Therapist,Legal,1/21/2024,68036.54,678,Terminated
679,Anna-diane Bannard,Actuary,Legal,11/23/2023,108240.44,679,On Leave
680,Dame Biasini,Paralegal,Training,3/23/2023,87845.98,680,Resigned
681,Roseann Devine,Librarian,Support,5/25/2023,31683.54,681,On Leave
682,Jayme Farthin,Community Outreach Specialist,Accounting,5/19/2023,79535.22,682,Terminated
683,Liane Ragless,Compensation Analyst,Training,2/18/2023,95465.17,683,Terminated
684,Flossi Dibbs,Human Resources Manager,Product Management,7/11/2023,52339.72,684,On Leave
685,Pat Tyler,Developer III,Accounting,6/29/2023,64584.19,685,Resigned
686,Ricki Derks,Recruiting Manager,Training,8/31/2023,97211.82,686,Resigned
687,Dev Silbermann,Social Worker,Services,9/19/2023,33786.38,687,Active
688,Petr Guiet,Chief Design Engineer,Sales,6/5/2023,141127.95,688,On Leave
689,Rebecca Rutherfoord,Account Executive,Research and Development,12/1/2023,118461.88,689,Terminated
690,Udale McFaul,Automation Specialist III,Human Resources,5/14/2023,104709.15,690,Terminated
691,Purcell Davenhall,Product Engineer,Training,6/19/2023,81179.96,691,On Leave
692,Tamar Barneveld,Senior Developer,Human Resources,8/9/2023,93452.24,692,Terminated
693,Sasha Brampton,Payment Adjustment Coordinator,Training,1/7/2023,68549.24,693,Resigned
694,Devy Purdon,Junior Executive,Accounting,9/10/2023,105372.66,694,On Leave
695,Rowland Tarrier,Internal Auditor,Accounting,10/18/2023,42575.93,695,Resigned
696,Archer Kadar,Marketing Manager,Human Resources,1/21/2024,144408.66,696,Resigned
697,Gregorio Pattisson,Human Resources Manager,Product Management,1/30/2023,123930.78,697,Terminated
698,Melissa Scibsey,Editor,Support,6/2/2023,120197.47,698,Terminated
699,Elsworth Matyja,Food Chemist,Legal,4/21/2023,101997.91,699,Active
700,Hubert Cork,Web Developer II,Accounting,11/28/2023,149774.93,700,Resigned
701,Rocky Petett,Engineer I,Services,3/2/2023,74027.76,701,Resigned
702,Sunny Andreoletti,Registered Nurse,Support,9/8/2023,69792.44,702,Terminated
703,Lilian O'Loughnan,Structural Analysis Engineer,Engineering,2/19/2023,107563.36,703,On Leave
704,Ford Bickerstaff,Actuary,Services,1/30/2024,108001.11,704,On Leave
705,Wilfred Cherrington,Director of Sales,Training,1/29/2024,141078.14,705,Active
706,Tyrus Sargeant,Health Coach III,Product Management,10/26/2023,60119.58,706,Resigned
707,Carree Elsby,Media Manager II,Human Resources,2/26/2023,89505.16,707,On Leave
708,Juliette Vaneev,Pharmacist,Human Resources,6/8/2023,72810.16,708,Resigned
709,Kylie O'Concannon,Librarian,Marketing,5/7/2023,44889.04,709,Active
710,Darbee Scholard,Automation Specialist III,Services,5/30/2023,129497.49,710,Active
711,Amelie Opdenorth,Teacher,Accounting,3/19/2023,73017.92,711,Resigned
712,Magnum Cornish,Environmental Specialist,Business Development,8/24/2023,109152.46,712,On Leave
713,Mariann Kinsell,Tax Accountant,Research and Development,7/21/2023,80706.72,713,Active
714,Tiffanie Antrobus,Sales Representative,Legal,3/31/2023,37244.52,714,Terminated
715,Eberto Friel,Compensation Analyst,Training,8/3/2023,116443.66,715,Resigned
716,Rebekah Conneely,Research Nurse,Legal,6/5/2023,32336.5,716,Terminated
717,Aguistin Westmarland,Sales Representative,Product Management,3/15/2023,31631.19,717,On Leave
718,Maurene Whelpton,Editor,Services,4/28/2023,48475.98,718,Resigned
719,Darda Marte,Computer Systems Analyst I,Research and Development,1/14/2023,115959.75,719,Terminated
720,Garnet Haste,Graphic Designer,Support,7/22/2023,31303.2,720,Resigned
721,Sammie Gligoraci,Cost Accountant,Sales,2/12/2024,89121.75,721,Active
722,Cloe Bentjens,Technical Writer,Product Management,5/28/2023,149458.05,722,Active
723,Arda Center,Sales Associate,Sales,12/12/2023,112541.52,723,On Leave
724,Mead Barmby,Graphic Designer,Engineering,7/6/2023,65019.46,724,Terminated
725,Corliss Stickels,Staff Accountant IV,Accounting,2/24/2023,141021.18,725,Terminated
726,Nerty Bucknell,Speech Pathologist,Training,10/14/2023,52460.95,726,On Leave
727,Stanton Coat,Information Systems Manager,Accounting,4/24/2023,84642.17,727,Active
728,Stephi Lammas,Professor,Services,10/10/2023,30722.61,728,On Leave
729,Marwin Izhak,Teacher,Marketing,6/28/2023,149561.08,729,On Leave
730,Jackie Maghull,Financial Analyst,Human Resources,8/25/2023,51709.75,730,Active
731,Darsey Camier,Financial Analyst,Accounting,12/22/2023,125786.5,731,Terminated
732,Laurice Mancer,Environmental Tech,Business Development,7/26/2023,124984.0,732,Active
733,Ediva Axton,General Manager,Human Resources,1/30/2023,50954.26,733,Terminated
734,Bruno Greenalf,Engineer II,Human Resources,9/28/2023,139394.58,734,Terminated
735,Viviyan Brandone,Web Developer I,Services,6/1/2023,145916.72,735,Terminated
736,Pauletta Seawright,Analyst Programmer,Legal,2/25/2024,138960.03,736,Active
737,Halie Sagar,Structural Engineer,Research and Development,3/21/2023,141704.44,737,Resigned
738,Odetta Peacher,Administrative Officer,Accounting,6/20/2023,118258.84,738,Terminated
739,Jacinthe Wardlow,Software Engineer I,Training,5/27/2023,109528.62,739,Terminated
740,Tonie Baitey,Sales Representative,Accounting,8/22/2023,103577.85,740,Resigned
741,Natalina Lethardy,Financial Analyst,Research and Development,11/5/2023,31601.57,741,On Leave
742,Correy Grendon,Librarian,Marketing,7/25/2023,139316.06,742,Resigned
743,Mariette Potteridge,Social Worker,Engineering,9/13/2023,31535.37,743,Active
744,Doris Dugget,Actuary,Product Management,8/8/2023,81167.93,744,Resigned
745,Christoper Ible,Sales Associate,Human Resources,4/1/2023,34655.43,745,Active
746,Marge Louche,Help Desk Technician,Engineering,7/21/2023,125617.75,746,Active
747,Charles Bentley,Social Worker,Research and Development,5/8/2023,46529.14,747,Active
748,Kort Parfett,Nuclear Power Engineer,Human Resources,5/2/2023,123699.42,748,Active
749,Jaquelin Tuer,Senior Developer,Business Development,11/25/2023,63412.94,749,Resigned
750,Addia Gilhouley,Actuary,Training,12/14/2023,53988.4,750,Active
751,Auria Humbey,Civil Engineer,Legal,2/26/2024,144002.95,751,On Leave
752,Jud Stigers,Programmer Analyst I,Marketing,2/2/2024,119895.57,752,Active
753,Andy Shea,Research Associate,Legal,9/4/2023,106570.64,753,Resigned
754,Justino Peers,Engineer II,Engineering,4/27/2023,56477.59,754,Resigned
755,Millicent Cantillon,Budget/Accounting Analyst I,Engineering,5/4/2023,60804.4,755,Active
756,Giles Roads,Chemical Engineer,Legal,2/2/2023,54004.62,756,On Leave
757,Ginni Niesel,Programmer IV,Human Resources,3/20/2023,99717.62,757,On Leave
758,Yves Dallewater,VP Accounting,Marketing,9/15/2023,66217.04,758,Resigned
759,Vivie Hodge,Operator,Services,3/7/2024,77031.62,759,Resigned
760,Spence Antonov,Graphic Designer,Research and Development,10/24/2023,48727.85,760,Terminated
761,Kimberly Dedmam,Media Manager I,Marketing,9/5/2023,129915.46,761,On Leave
762,Orelee Petrecz,Budget/Accounting Analyst III,Research and Development,2/8/2023,70539.09,762,On Leave
763,Ruthie Snel,Account Coordinator,Support,6/17/2023,77825.96,763,On Leave
764,Estel Drogan,Account Representative II,Support,2/7/2024,148088.81,764,Active
765,Harri Boyles,Financial Analyst,Product Management,1/23/2024,45347.33,765,On Leave
766,Adrea Zienkiewicz,GIS Technical Architect,Services,9/7/2023,83272.83,766,On Leave
767,Granger Holehouse,Data Coordinator,Marketing,10/31/2023,135498.34,767,Active
768,Catherina De Goey,Operator,Services,9/24/2023,37195.57,768,Resigned
769,Grethel Beggan,Accountant IV,Research and Development,9/6/2023,67535.53,769,Terminated
770,Burt Buxsey,Programmer Analyst IV,Legal,7/15/2023,97890.5,770,Active
771,Elfie Gallahar,Cost Accountant,Accounting,5/14/2023,80110.52,771,Terminated
772,Jacinta Segges,Editor,Business Development,12/5/2023,127100.52,772,Resigned
773,Aidan Pattullo,Administrative Assistant IV,Services,6/26/2023,89014.65,773,Active
774,Archibold Alywin,Staff Accountant II,Business Development,1/22/2023,58402.65,774,Resigned
775,Pru Norres,Programmer Analyst II,Support,4/16/2023,37343.84,775,On Leave
776,Thomasine McReidy,Senior Cost Accountant,Services,4/19/2023,119186.28,776,On Leave
777,Hinda Keyzman,Professor,Sales,12/17/2023,40306.0,777,On Leave
778,Augustina McDonough,VP Accounting,Product Management,1/14/2024,115668.16,778,Resigned
779,Dolorita Mechi,Project Manager,Product Management,8/30/2023,77081.37,779,On Leave
780,Arron Grichukhin,Software Engineer I,Human Resources,3/19/2023,62195.52,780,Active
781,Stacee Pendrey,Web Developer IV,Legal,2/4/2023,78024.29,781,Active
782,Brunhilde Celler,General Manager,Research and Development,4/9/2023,48237.08,782,Resigned
783,Roxine Weyman,Information Systems Manager,Engineering,2/16/2024,89841.79,783,Active
784,Ethan Bellord,Electrical Engineer,Accounting,10/18/2023,108399.57,784,Terminated
785,Abey Farrant,Media Manager IV,Legal,8/21/2023,145620.38,785,Terminated
786,Blisse Orris,Associate Professor,Sales,5/25/2023,50100.53,786,Terminated
787,Jose Paulig,Automation Specialist III,Training,11/25/2023,53939.83,787,Active
788,Laurence Creggan,Recruiting Manager,Sales,8/23/2023,44976.48,788,Terminated
789,Ervin Kennifeck,Associate Professor,Legal,8/1/2023,67397.83,789,Active
790,Des Sawood,Nurse Practicioner,Legal,9/30/2023,113503.85,790,Resigned
791,Dylan Starkie,Account Representative III,Marketing,5/6/2023,32593.33,791,Active
792,Drucy Epgrave,Office Assistant I,Marketing,10/3/2023,86210.33,792,Terminated
793,Terencio Andreutti,Staff Accountant III,Product Management,2/6/2024,52517.66,793,Resigned
794,Dulcea Windrum,Safety Technician I,Support,1/9/2024,118491.86,794,Terminated
795,Royce Paik,Nurse,Sales,12/3/2023,63341.62,795,Resigned
796,Garrik Ridler,Account Executive,Engineering,9/9/2023,44466.84,796,On Leave
797,Charmain Devonport,Account Coordinator,Research and Development,2/3/2023,88990.06,797,Resigned
798,Ardenia Spooner,Recruiter,Accounting,2/22/2024,135036.28,798,On Leave
799,Lexis Maffei,Research Nurse,Sales,1/3/2023,110158.18,799,Resigned
800,Linell Gronno,Environmental Tech,Business Development,1/1/2024,94599.45,800,Terminated
801,Jeffrey Djekic,Engineer IV,Training,6/6/2023,88102.18,801,Terminated
802,Delinda Edelmann,Occupational Therapist,Engineering,1/20/2023,89899.21,802,On Leave
803,Jilly Sheals,Research Associate,Services,3/4/2023,36438.87,803,Active
804,Celestine Giovanazzi,Desktop Support Technician,Marketing,3/3/2023,38633.83,804,Active
805,Hilarius Lewendon,Actuary,Product Management,3/8/2024,78882.07,805,Resigned
806,Gram Byham,VP Product Management,Services,7/23/2023,87712.41,806,Resigned
807,Octavius Stuehmeier,Automation Specialist III,Services,1/15/2023,91382.73,807,On Leave
808,Dorie Keeting,Software Consultant,Training,3/2/2023,75455.68,808,Active
809,Alfreda Harrinson,Database Administrator III,Support,2/20/2024,106090.86,809,On Leave
810,Gussi Piatek,Environmental Tech,Services,9/21/2023,73935.86,810,On Leave
811,Natty Cockerton,Nuclear Power Engineer,Research and Development,4/7/2023,88496.1,811,Resigned
812,Jamil covino,Graphic Designer,Training,6/24/2023,72411.96,812,On Leave
813,Mattie Dolby,Paralegal,Training,11/12/2023,123919.1,813,Resigned
814,Tristam Last,Help Desk Technician,Human Resources,10/4/2023,49481.46,814,Resigned
815,Derk Udden,Project Manager,Services,7/28/2023,43393.54,815,Resigned
816,Zachery Antoniou,Compensation Analyst,Legal,1/7/2023,88906.44,816,Active
817,Annabela Braine,Teacher,Product Management,2/6/2024,79133.26,817,On Leave
818,Storm Bolsover,Professor,Research and Development,6/4/2023,101972.29,818,Active
819,Otis Scotchmur,Assistant Media Planner,Business Development,3/13/2024,60917.85,819,On Leave
820,Susanne Dancey,VP Product Management,Research and Development,2/12/2023,124508.56,820,On Leave
821,Vally Frewer,Desktop Support Technician,Training,9/5/2023,130772.01,821,Terminated
822,Rafe Genery,Pharmacist,Sales,12/5/2023,72236.48,822,Resigned
823,Pierce Griffitts,Research Associate,Sales,9/5/2023,103407.61,823,Terminated
824,Arnie Duck,Administrative Officer,Support,2/19/2024,33763.86,824,Resigned
825,Emlynne Tomasi,Staff Scientist,Sales,7/31/2023,37823.49,825,Active
826,Gonzalo Wyer,Accounting Assistant III,Accounting,10/28/2023,79247.69,826,Terminated
827,Libby Grewe,General Manager,Services,5/28/2023,90213.51,827,Resigned
828,Guillaume Loweth,Analog Circuit Design manager,Legal,1/12/2023,54983.29,828,Terminated
829,Nevile Brastead,Financial Advisor,Research and Development,10/23/2023,114540.77,829,On Leave
830,Hildegaard Sign,Computer Systems Analyst III,Marketing,2/10/2023,113729.99,830,Terminated
831,Lydon Jamieson,Assistant Media Planner,Accounting,8/2/2023,56969.29,831,Resigned
832,Nealson Roston,Registered Nurse,Accounting,3/4/2023,43545.6,832,Terminated
833,Patrica Domleo,Human Resources Manager,Legal,5/19/2023,144541.08,833,Active
834,Fairleigh Jacobssen,Physical Therapy Assistant,Legal,2/14/2023,45700.83,834,On Leave
835,Erhart Kacheller,Chemical Engineer,Legal,5/2/2023,64378.01,835,Resigned
836,Feliza Pauley,Senior Developer,Research and Development,7/4/2023,127680.27,836,Resigned
837,Korella Dyet,Sales Associate,Accounting,2/3/2024,56041.01,837,On Leave
838,Corette Heskin,Social Worker,Accounting,3/3/2024,66765.89,838,On Leave
839,Jerrome Foot,Senior Quality Engineer,Legal,1/22/2023,56260.64,839,Resigned
840,Elliott Orrell,Software Engineer II,Training,2/25/2023,63713.55,840,Terminated
841,Hale Danilovitch,Senior Quality Engineer,Training,7/17/2023,90662.25,841,Resigned
842,Mada Weare,Quality Control Specialist,Training,6/7/2023,66023.63,842,On Leave
843,Siegfried Garr,Statistician I,Product Management,11/17/2023,145969.38,843,Terminated
844,Morris Jantzen,Human Resources Assistant IV,Marketing,9/22/2023,59264.32,844,Active
845,Verge Dickerson,Payment Adjustment Coordinator,Accounting,6/19/2023,119670.47,845,Active
846,Elfrieda Tunkin,Senior Financial Analyst,Training,9/12/2023,148720.35,846,On Leave
847,Sibella Castillo,Social Worker,Support,9/22/2023,90863.64,847,Active
848,Marsha Glazebrook,Recruiter,Services,5/6/2023,124114.5,848,Resigned
849,Cilka Moogan,Associate Professor,Accounting,3/5/2024,149664.37,849,Terminated
850,Nicola Pasque,Sales Representative,Sales,2/25/2023,37832.38,850,Terminated
851,Holmes Tregidgo,Community Outreach Specialist,Accounting,2/17/2023,64629.31,851,On Leave
852,Ellene Quartly,Analyst Programmer,Marketing,1/27/2024,46372.96,852,Resigned
853,Doralin MacTrustram,Account Executive,Marketing,11/22/2023,55211.15,853,Resigned
854,Zelma Moatt,Occupational Therapist,Sales,3/10/2024,140375.85,854,Active
855,Alaric Cocker,General Manager,Accounting,6/9/2023,54861.02,855,On Leave
856,Jewel Ferenczy,Marketing Assistant,Research and Development,2/2/2024,120032.12,856,Resigned
857,Rube Duesberry,Director of Sales,Engineering,10/20/2023,146595.93,857,Terminated
858,Chantalle Caldaro,Assistant Media Planner,Engineering,1/28/2023,126574.29,858,Active
859,Anjela Hambelton,Web Designer I,Marketing,2/23/2024,126001.78,859,Resigned
860,Fairlie Fairham,Junior Executive,Business Development,8/27/2023,95353.57,860,Resigned
861,Tommi Gianneschi,Nurse,Marketing,9/3/2023,42829.3,861,On Leave
862,Nealy Deelay,Structural Engineer,Services,9/19/2023,46059.08,862,On Leave
863,Spike Quarrell,Human Resources Manager,Sales,1/15/2023,87929.76,863,Terminated
864,Malynda Piell,Accounting Assistant IV,Support,12/29/2023,107427.18,864,Terminated
865,Helenelizabeth Shipsey,Dental Hygienist,Product Management,1/27/2023,110826.3,865,On Leave
866,Ailey Murkitt,Geologist II,Sales,4/29/2023,116158.33,866,Active
867,Genny Szwarc,Financial Analyst,Business Development,8/3/2023,132685.01,867,Terminated
868,Susann Sidney,Programmer Analyst IV,Product Management,2/16/2023,71172.88,868,Terminated
869,Christabella Baack,Actuary,Support,3/31/2023,143710.14,869,Active
870,Edmund Dobrovsky,Geologist II,Services,4/14/2023,92181.95,870,Active
871,Troy Waldron,Sales Associate,Business Development,1/1/2023,85494.58,871,Active
872,Orelee Ovett,Help Desk Technician,Services,6/11/2023,61268.25,872,Terminated
873,Nada Dagleas,Operator,Support,5/9/2023,99516.94,873,Resigned
874,Lainey Isacoff,Graphic Designer,Research and Development,7/13/2023,51197.56,874,On Leave
875,Demetri Rollinshaw,Sales Representative,Accounting,7/12/2023,53875.59,875,Terminated
876,Maria Point,Desktop Support Technician,Training,11/21/2023,89422.69,876,Terminated
877,Hersh Antognelli,Geological Engineer,Services,4/22/2023,121848.0,877,Resigned
878,Nataniel Lanceley,Nuclear Power Engineer,Engineering,11/2/2023,83800.16,878,Resigned
879,Donal Nilges,Food Chemist,Engineering,1/21/2024,132923.69,879,Active
880,Neysa Shervington,Senior Quality Engineer,Accounting,10/27/2023,109198.84,880,Resigned
881,Scottie Rubi,VP Quality Control,Human Resources,8/11/2023,100502.95,881,Resigned
882,Minne Harriskine,Analyst Programmer,Marketing,4/8/2023,136334.84,882,Active
883,Reyna Southcoat,Administrative Assistant III,Product Management,6/23/2023,36622.27,883,Resigned
884,Aloysius Callaway,Clinical Specialist,Legal,2/7/2024,102549.64,884,Resigned
885,Alex Provest,VP Sales,Marketing,3/16/2023,30808.72,885,Terminated
886,Helsa Simonetti,Software Test Engineer III,Services,2/15/2024,136353.75,886,Resigned
887,Mile Waples,Electrical Engineer,Product Management,9/17/2023,124976.86,887,Terminated
888,Eugenius Petrolli,Environmental Tech,Support,2/19/2023,149097.05,888,On Leave
889,Adair Ales,Junior Executive,Engineering,5/8/2023,113343.03,889,Resigned
890,Carine Blakeden,Human Resources Assistant III,Business Development,7/1/2023,129803.72,890,Resigned
891,Bessie Dykes,VP Product Management,Services,12/16/2023,93709.09,891,Terminated
892,Boot Cordet,Payment Adjustment Coordinator,Human Resources,6/9/2023,106233.14,892,Terminated
893,Kain Woodrough,Statistician IV,Services,10/6/2023,46072.53,893,Terminated
894,Claus Joseff,Internal Auditor,Accounting,10/7/2023,88089.77,894,Resigned
895,Wolfgang Wheelhouse,Assistant Professor,Engineering,11/5/2023,40583.89,895,Active
896,Eddie Obern,Junior Executive,Support,3/12/2024,59906.4,896,Resigned
897,Aile Wagnerin,VP Product Management,Engineering,5/25/2023,48080.97,897,On Leave
898,Terra Eggleston,Statistician III,Human Resources,8/22/2023,30385.18,898,Active
899,Miof mela Petegree,Structural Engineer,Engineering,10/17/2023,70400.4,899,On Leave
900,Lucilia Garrud,Staff Scientist,Research and Development,2/19/2024,59168.46,900,Resigned
901,Almeda Papaminas,Food Chemist,Legal,1/1/2024,145274.77,901,Terminated
902,Julius Wanless,Tax Accountant,Research and Development,1/2/2023,89296.72,902,Terminated
903,Margret Allmann,Systems Administrator I,Engineering,6/10/2023,37530.35,903,Resigned
904,Ansel Coltherd,Chemical Engineer,Business Development,1/3/2024,76371.54,904,On Leave
905,Danna Atty,Graphic Designer,Product Management,7/27/2023,79128.26,905,Active
906,Letty Edghinn,Web Developer I,Engineering,8/13/2023,137232.49,906,Active
907,Rupert Braim,Financial Advisor,Training,5/25/2023,41334.74,907,Active
908,Jourdain Punton,Programmer IV,Marketing,3/20/2023,44168.42,908,On Leave
909,Lauraine Schule,GIS Technical Architect,Support,9/21/2023,34885.68,909,Resigned
910,Carol-jean Wallenger,VP Quality Control,Engineering,2/2/2023,74046.57,910,On Leave
911,Gabriela Bucknall,Civil Engineer,Accounting,8/12/2023,90789.37,911,On Leave
912,Monika Polglaze,Marketing Manager,Training,1/23/2023,31023.11,912,Resigned
913,Paloma Preist,Graphic Designer,Training,8/14/2023,141558.17,913,On Leave
914,Lilyan O'Caine,Business Systems Development Analyst,Accounting,8/15/2023,139833.45,914,On Leave
915,Jaclyn MacEvilly,Professor,Legal,11/22/2023,62389.75,915,Terminated
916,Roley Cowpland,Clinical Specialist,Services,3/3/2023,53682.21,916,Resigned
917,Kirsten D'Aulby,Desktop Support Technician,Services,4/8/2023,78771.2,917,Terminated
918,Lukas Maith,Cost Accountant,Training,12/24/2023,100310.88,918,Active
919,Gail Rosini,Quality Control Specialist,Accounting,7/19/2023,97393.04,919,Active
920,Hillary Radeliffe,Marketing Assistant,Training,11/30/2023,31125.24,920,Resigned
921,Alvin Tudge,Help Desk Operator,Services,3/30/2023,127653.04,921,On Leave
922,Marigold Maunders,GIS Technical Architect,Accounting,4/27/2023,146975.97,922,Active
923,Wiatt Lumby,Research Nurse,Training,2/3/2024,140957.51,923,Resigned
924,Issy Caldicot,Associate Professor,Human Resources,6/12/2023,136165.03,924,Resigned
925,Katie Adamkiewicz,Senior Sales Associate,Marketing,9/17/2023,71747.54,925,Terminated
926,Dannel Kwietak,Chemical Engineer,Support,5/6/2023,101522.61,926,On Leave
927,Ermengarde Carletti,Director of Sales,Training,11/11/2023,61412.11,927,On Leave
928,Elinor Buessen,Senior Cost Accountant,Services,3/24/2023,141541.3,928,Resigned
929,Candie Smithson,Database Administrator II,Research and Development,6/28/2023,139417.99,929,Terminated
930,Alysa Febvre,Accountant I,Training,7/25/2023,72332.85,930,Resigned
931,Corbet Messiter,Legal Assistant,Training,2/27/2024,130051.22,931,Active
932,Jerrine Airds,VP Accounting,Training,6/7/2023,97880.83,932,Active
933,Jeremie Antonnikov,Senior Developer,Engineering,3/12/2023,62788.45,933,On Leave
934,Johan Gooderridge,Structural Engineer,Engineering,3/20/2023,88773.82,934,Terminated
935,Janella Pountain,Community Outreach Specialist,Product Management,6/3/2023,91748.61,935,Terminated
936,Brice Blaxeland,Junior Executive,Business Development,1/25/2023,74402.81,936,Active
937,Aluin Wren,Software Engineer IV,Services,12/13/2023,49403.78,937,Active
938,Walton McKeeman,Account Representative III,Human Resources,9/9/2023,57662.26,938,Terminated
939,Jackie Lease,Programmer I,Research and Development,5/1/2023,38070.38,939,Terminated
940,Nicol Ference,Quality Engineer,Sales,6/12/2023,148608.53,940,On Leave
941,Elita Kuller,Analyst Programmer,Training,3/20/2023,144020.23,941,Terminated
942,Grannie Floris,Health Coach IV,Engineering,10/25/2023,110998.34,942,Resigned
943,Ogdon Spracklin,Environmental Tech,Research and Development,5/2/2023,112044.42,943,Active
944,Myrta Prendergrass,Librarian,Engineering,12/18/2023,127865.25,944,Active
945,Tansy Bridge,Design Engineer,Legal,3/20/2023,84039.66,945,Active
946,Danya Cisec,Staff Accountant II,Support,12/5/2023,140920.81,946,Resigned
947,Antonius Crust,Senior Editor,Product Management,3/14/2024,143740.62,947,Resigned
948,Juliana Penner,Social Worker,Sales,1/3/2023,61890.92,948,On Leave
949,Celesta Espino,Recruiting Manager,Human Resources,12/3/2023,46494.33,949,On Leave
950,Johnnie Barneville,Research Associate,Engineering,1/7/2023,117754.5,950,On Leave
951,Saudra Lannin,Senior Quality Engineer,Human Resources,3/13/2023,128834.23,951,Terminated
952,Sharleen Penkman,Office Assistant IV,Support,6/16/2023,126028.98,952,Terminated
953,Humfrid Lambswood,Engineer IV,Accounting,12/21/2023,90018.68,953,Active
954,Sydney Bordessa,Tax Accountant,Accounting,1/30/2024,50616.27,954,Resigned
955,Flem Skellern,VP Accounting,Training,2/6/2024,72782.88,955,Active
956,Craggie Ferrand,Web Designer III,Accounting,8/11/2023,86949.72,956,On Leave
957,Sile Pattington,Environmental Tech,Support,9/8/2023,61560.9,957,Resigned
958,Oriana Eitter,Information Systems Manager,Marketing,2/4/2023,130204.57,958,Resigned
959,Ralina Bodechon,Librarian,Accounting,8/21/2023,85087.55,959,Resigned
960,Dalston Cogzell,Engineer I,Engineering,4/11/2023,62057.04,960,On Leave
961,Hobard McCalum,Paralegal,Training,4/1/2023,138047.87,961,Resigned
962,Queenie Whorlton,Senior Developer,Business Development,11/21/2023,42580.64,962,Resigned
963,Bondon Dark,Payment Adjustment Coordinator,Product Management,7/16/2023,101909.68,963,On Leave
964,Janella Lunn,Payment Adjustment Coordinator,Support,3/2/2024,60512.17,964,Terminated
965,Ted Godley,Analyst Programmer,Accounting,9/1/2023,63403.33,965,Resigned
966,Elfreda Fryman,Accounting Assistant II,Product Management,3/10/2023,56606.35,966,Active
967,Bryon Aizlewood,Administrative Officer,Services,9/12/2023,121268.45,967,Resigned
968,Yehudit Dickenson,Assistant Media Planner,Marketing,9/9/2023,75463.45,968,Resigned
969,Josiah Schout,Compensation Analyst,Marketing,1/18/2023,46211.33,969,Terminated
970,Pepi Condliffe,Nurse Practicioner,Sales,3/15/2023,107801.55,970,On Leave
971,Doll Stabler,Help Desk Technician,Accounting,1/24/2024,92375.48,971,Resigned
972,Ralf Woodfin,Web Designer IV,Sales,11/10/2023,108059.74,972,On Leave
973,Sharona Aysh,VP Quality Control,Accounting,6/19/2023,82462.22,973,Resigned
974,Arleen Spiers,Media Manager II,Research and Development,9/18/2023,73443.38,974,Terminated
975,Kimmy Worthington,VP Marketing,Engineering,8/28/2023,106163.23,975,Active
976,Morris Westover,Research Assistant I,Accounting,1/3/2024,141341.02,976,Active
977,Cammie Goalby,Assistant Professor,Business Development,1/6/2023,145906.75,977,On Leave
978,Duffie Harses,Geologist I,Engineering,2/9/2024,73021.04,978,Active
979,Salomon Hammand,Operator,Engineering,2/8/2023,39760.71,979,Active
980,Rikki Van den Velde,Librarian,Legal,3/9/2023,73793.6,980,Resigned
981,Donal Whittick,Developer II,Research and Development,3/13/2023,134267.84,981,Terminated
982,Desiri Scarman,Senior Sales Associate,Engineering,5/29/2023,75198.06,982,Active
983,Lucky Livingston,Account Representative III,Business Development,5/11/2023,60259.62,983,Resigned
984,Prent Anetts,Sales Representative,Accounting,11/6/2023,124382.31,984,Terminated
985,Greta Klimuk,Librarian,Support,7/25/2023,101636.91,985,On Leave
986,Brandie Batcheldor,VP Accounting,Sales,1/19/2024,74380.94,986,Terminated
