customer_id,car_make,car_model,lease_start_date,lease_end_date,monthly_payment,insurance_provider,driver_license_number
709,Ford,Expedition EL,8/18/2023,7/23/2025,252.52,Progressive,123456789
710,Corbin,Sparrow,11/6/2023,2/9/2025,198.28,Geico,555555555
711,Land Rover,Discovery,7/8/2023,8/10/2025,621.82,State Farm,555555555
712,Suzuki,Swift,9/20/2023,6/13/2025,197.98,Progressive,555555555
713,Land Rover,Discovery,5/14/2023,8/14/2025,228.4,Progressive,987654321
714,Suzuki,Swift,4/13/2023,12/1/2025,609.41,Progressive,555555555
715,Ford,Explorer Sport Trac,10/12/2023,7/6/2025,748.65,Geico,123456789
716,Subaru,Tribeca,12/8/2023,9/2/2025,279.28,Geico,123456789
717,Aston Martin,Vantage,3/23/2023,1/23/2025,528.26,Geico,555555555
718,Chevrolet,Cavalier,7/2/2023,10/11/2025,230.43,State Farm,123456789
719,Plymouth,Colt Vista,12/12/2023,11/14/2025,217.21,Geico,987654321
720,Toyota,Camry,6/30/2023,10/8/2025,997.26,Progressive,987654321
721,Isuzu,Ascender,8/27/2023,11/11/2025,533.43,Geico,123456789
722,Ford,F-350 Super Duty,7/10/2023,9/20/2025,118.2,Geico,987654321
723,Isuzu,Hombre,8/13/2023,1/23/2025,814.23,State Farm,123456789
724,Mercury,Cougar,3/16/2023,2/18/2025,547.12,Progressive,123456789
725,Pontiac,Parisienne,5/18/2023,3/27/2025,740.6,State Farm,555555555
726,Chevrolet,Suburban 1500,3/2/2023,8/13/2025,916.92,Progressive,123456789
727,Jeep,Wrangler,7/15/2023,7/26/2025,282.74,Progressive,123456789
728,Dodge,Ramcharger,12/29/2023,12/6/2025,677.23,Geico,987654321
729,Chevrolet,Camaro,4/27/2023,4/28/2025,696.02,Progressive,987654321
730,Toyota,Avalon,6/8/2023,7/18/2025,920.87,Progressive,555555555
731,Toyota,Corolla,3/10/2023,12/28/2025,177.6,Progressive,555555555
732,Maybach,57,11/3/2023,10/19/2025,243.91,Geico,123456789
733,Ford,Escort,6/7/2023,7/18/2025,774.87,State Farm,123456789
734,Lincoln,Town Car,3/29/2023,1/8/2025,484.49,Geico,123456789
735,Chevrolet,Suburban 2500,4/2/2023,9/24/2025,197.96,State Farm,123456789
736,Chevrolet,Traverse,12/2/2023,6/17/2025,922.62,Geico,987654321
737,Nissan,Frontier,9/15/2023,1/26/2025,342.81,Geico,987654321
738,Lexus,RX,4/17/2023,9/26/2025,732.62,State Farm,555555555
739,Lincoln,Mark VIII,4/14/2023,10/29/2025,131.26,Geico,555555555
740,Ford,Bronco,11/4/2023,10/25/2025,457.66,Geico,987654321
741,Oldsmobile,Achieva,4/4/2023,8/11/2025,138.96,State Farm,123456789
742,Oldsmobile,Bravada,3/28/2023,12/26/2025,916.47,Geico,987654321
743,Mitsubishi,Galant,3/25/2023,10/26/2025,545.26,State Farm,987654321
744,Mercury,Grand Marquis,8/5/2023,12/30/2025,714.25,State Farm,123456789
745,Pontiac,Grand Am,1/31/2023,3/12/2025,200.63,Geico,555555555
746,Mercedes-Benz,SLR McLaren,2/21/2023,11/28/2025,540.32,State Farm,555555555
747,BMW,M5,4/10/2023,6/8/2025,129.24,Geico,555555555
748,Lexus,ES,11/12/2023,9/7/2025,314.91,Geico,987654321
749,GMC,Sonoma Club Coupe,7/16/2023,1/27/2025,141.4,State Farm,123456789
750,Hyundai,Tucson,2/22/2023,1/27/2025,479.42,State Farm,987654321
751,Dodge,Sprinter,10/13/2023,5/22/2025,795.82,State Farm,555555555
752,Volkswagen,Cabriolet,9/21/2023,7/28/2025,500.62,State Farm,555555555
753,Suzuki,SX4,5/10/2023,8/18/2025,353.78,State Farm,987654321
754,Nissan,Murano,7/10/2023,7/18/2025,987.55,Geico,555555555
755,Mercury,Grand Marquis,4/25/2023,3/11/2025,928.37,State Farm,987654321
756,Subaru,Forester,1/7/2023,5/24/2025,570.17,Progressive,555555555
757,Scion,tC,12/24/2023,10/2/2025,120.47,State Farm,555555555
758,Mazda,Protege,11/30/2023,10/23/2025,848.15,Progressive,123456789
759,Mitsubishi,Galant,12/8/2023,10/18/2025,733.15,State Farm,987654321
760,GMC,Yukon XL 1500,6/26/2023,9/18/2025,555.06,State Farm,987654321
761,Lincoln,Mark VIII,10/27/2023,2/25/2025,864.84,Geico,987654321
762,Mitsubishi,Pajero,4/8/2023,10/16/2025,856.79,State Farm,123456789
763,Ford,Contour,2/2/2023,9/3/2025,970.22,Geico,123456789
764,Ford,Expedition,10/20/2023,4/23/2025,956.58,Progressive,555555555
765,Infiniti,QX,5/15/2023,6/19/2025,267.79,Geico,555555555
766,Mitsubishi,Montero,10/11/2023,12/3/2025,741.46,Geico,123456789
767,Tesla,Roadster,2/6/2023,7/25/2025,527.52,Progressive,987654321
768,Lamborghini,Diablo,3/8/2023,7/31/2025,206.1,Geico,555555555
769,Chevrolet,Malibu,5/9/2023,12/4/2025,735.74,Progressive,123456789
770,Volkswagen,Tiguan,1/12/2023,12/16/2025,248.65,State Farm,987654321
771,Dodge,Viper RT/10,10/2/2023,5/10/2025,495.53,Geico,123456789
772,Bentley,Continental Flying Spur,8/27/2023,11/5/2025,646.19,Progressive,987654321
773,Smart,Fortwo,12/29/2023,6/5/2025,256.11,State Farm,123456789
774,Mitsubishi,Mirage,4/4/2023,6/22/2025,763.98,Geico,123456789
775,Chevrolet,Express 3500,6/3/2023,9/30/2025,324.39,Geico,987654321
776,Hyundai,Veracruz,10/10/2023,9/23/2025,379.68,Progressive,123456789
777,Oldsmobile,Bravada,4/2/2023,11/7/2025,672.71,State Farm,555555555
778,GMC,Sonoma Club Coupe,10/20/2023,8/20/2025,148.27,Geico,123456789
779,Oldsmobile,Cutlass Supreme,7/28/2023,1/20/2025,444.14,Progressive,123456789
780,Lincoln,Navigator,10/30/2023,7/17/2025,722.87,Progressive,123456789
781,Lincoln,Continental,2/27/2023,6/22/2025,624.04,Geico,123456789
782,Mazda,Mazdaspeed6,6/13/2023,8/28/2025,749.98,Geico,123456789
783,Mercedes-Benz,SLR McLaren,7/18/2023,3/24/2025,425.0,State Farm,123456789
784,Chevrolet,Silverado 2500,7/17/2023,5/11/2025,463.22,State Farm,987654321
785,Ford,Mustang,1/1/2023,5/17/2025,435.54,State Farm,987654321
786,Isuzu,Rodeo,11/4/2023,3/25/2025,113.13,State Farm,555555555
787,Volkswagen,Tiguan,5/10/2023,5/9/2025,415.5,Progressive,555555555
788,Lexus,GX,4/8/2023,1/4/2025,788.07,Geico,123456789
789,Lexus,ES,3/9/2023,3/16/2025,111.4,Progressive,123456789
790,Jeep,Liberty,5/3/2023,10/22/2025,916.35,Progressive,123456789
791,Jaguar,XK,12/24/2023,8/8/2025,261.17,Progressive,123456789
792,Volkswagen,Golf,4/24/2023,12/21/2025,851.73,Progressive,987654321
793,Maserati,Biturbo,3/19/2023,7/24/2025,455.23,Progressive,987654321
794,Mazda,Tribute,4/30/2023,7/11/2025,427.94,State Farm,987654321
795,Honda,Prelude,8/12/2023,10/15/2025,302.33,Progressive,555555555
796,Buick,Riviera,3/25/2023,3/21/2025,506.44,State Farm,987654321
797,Toyota,Tacoma Xtra,12/14/2023,4/3/2025,901.48,State Farm,555555555
798,Jaguar,XJ,10/13/2023,9/16/2025,755.61,State Farm,555555555
799,Cadillac,Escalade,4/18/2023,9/15/2025,622.28,Geico,555555555
800,Volkswagen,Rabbit,9/21/2023,2/17/2025,208.24,State Farm,123456789
801,Suzuki,Swift,3/9/2023,2/18/2025,401.38,Progressive,123456789
802,Chevrolet,2500,7/13/2023,5/6/2025,404.16,State Farm,555555555
803,Suzuki,Reno,11/16/2023,8/30/2025,195.63,Geico,555555555
804,Audi,S5,4/24/2023,9/22/2025,280.93,Geico,987654321
805,Nissan,Armada,11/30/2023,7/1/2025,171.72,Geico,555555555
806,Jaguar,XK Series,11/1/2023,4/18/2025,325.98,Geico,555555555
807,Ford,Mustang,12/3/2023,8/23/2025,208.53,Geico,987654321
808,Buick,Century,9/4/2023,1/6/2025,547.66,Geico,555555555
809,Ford,Ranger,11/6/2023,3/22/2025,214.73,Geico,987654321
810,Chevrolet,Lumina,11/13/2023,11/21/2025,179.86,Progressive,555555555
811,Mazda,Miata MX-5,3/4/2023,2/5/2025,393.87,State Farm,123456789
812,Ford,Club Wagon,3/26/2023,8/24/2025,220.42,Progressive,555555555
813,Lincoln,LS,10/16/2023,2/26/2025,841.49,State Farm,123456789
814,GMC,Yukon XL 2500,1/16/2023,2/26/2025,763.38,Geico,555555555
815,Mazda,MX-5,11/2/2023,8/15/2025,162.04,State Farm,123456789
816,Bentley,Continental Super,8/9/2023,5/30/2025,470.52,Geico,987654321
817,Nissan,Pathfinder,1/11/2023,12/10/2025,652.76,State Farm,987654321
818,Dodge,Grand Caravan,7/15/2023,7/3/2025,826.44,State Farm,555555555
819,Subaru,Alcyone SVX,3/4/2023,4/14/2025,207.0,Progressive,555555555
820,Mazda,Protege,3/6/2023,1/16/2025,609.56,Geico,123456789
821,Volkswagen,Jetta,8/8/2023,1/15/2025,556.64,Geico,987654321
822,GMC,1500 Club Coupe,6/10/2023,5/16/2025,816.89,State Farm,123456789
823,Saab,900,10/9/2023,12/24/2025,450.43,State Farm,987654321
824,Mazda,MPV,6/24/2023,10/2/2025,449.74,Progressive,123456789
825,Land Rover,Range Rover Sport,10/22/2023,8/11/2025,331.54,Geico,123456789
826,Mercedes-Benz,CL-Class,1/2/2023,2/3/2025,340.53,Geico,555555555
827,Chevrolet,Express 2500,8/7/2023,6/3/2025,800.16,Geico,555555555
828,Plymouth,Voyager,5/9/2023,8/3/2025,594.17,State Farm,555555555
829,Subaru,SVX,9/20/2023,8/27/2025,821.27,Progressive,987654321
830,Mitsubishi,Pajero,7/14/2023,2/27/2025,606.12,Geico,987654321
831,Mercedes-Benz,C-Class,4/28/2023,1/7/2025,306.78,Geico,123456789
832,Oldsmobile,Bravada,1/10/2023,5/3/2025,996.58,Geico,987654321
833,Cadillac,STS,2/8/2023,2/27/2025,378.74,Geico,123456789
834,Chevrolet,Impala SS,1/12/2023,9/16/2025,551.97,Progressive,123456789
835,GMC,Suburban 2500,12/14/2023,7/18/2025,539.54,Progressive,987654321
836,Mazda,CX-7,12/22/2023,4/27/2025,789.77,State Farm,123456789
837,Volkswagen,Rabbit,9/21/2023,2/17/2025,884.36,Progressive,123456789
838,Pontiac,Firebird,11/15/2023,8/31/2025,560.19,State Farm,555555555
839,Mazda,MX-6,6/30/2023,11/4/2025,222.6,Geico,987654321
840,Toyota,4Runner,6/6/2023,8/16/2025,891.64,Geico,123456789
841,Volkswagen,Fox,8/12/2023,5/13/2025,265.18,Geico,123456789
842,Chevrolet,Silverado 3500,12/9/2023,2/4/2025,840.06,State Farm,987654321
843,Cadillac,Escalade EXT,8/26/2023,4/23/2025,504.15,State Farm,987654321
844,BMW,760,3/30/2023,2/16/2025,985.23,State Farm,123456789
845,Volkswagen,Jetta,4/13/2023,9/3/2025,374.77,Progressive,123456789
846,Volkswagen,New Beetle,6/5/2023,10/25/2025,135.39,Geico,987654321
847,Audi,100,6/15/2023,4/1/2025,638.09,Geico,555555555
848,Isuzu,Amigo,11/6/2023,1/27/2025,775.07,State Farm,555555555
849,Infiniti,I,7/15/2023,5/9/2025,370.52,Progressive,987654321
850,Chevrolet,Equinox,1/28/2023,2/24/2025,338.69,Progressive,555555555
851,Nissan,GT-R,12/26/2023,4/27/2025,955.39,State Farm,123456789
852,Toyota,Land Cruiser,1/18/2023,1/23/2025,777.97,State Farm,555555555
853,Audi,4000s,10/17/2023,1/9/2025,858.58,Progressive,123456789
854,Chevrolet,SSR,12/30/2023,6/13/2025,549.72,State Farm,555555555
855,Mercury,Marquis,10/20/2023,2/10/2025,459.21,State Farm,987654321
856,GMC,1500 Club Coupe,5/3/2023,2/11/2025,983.96,Geico,123456789
857,Toyota,Tacoma,5/27/2023,1/26/2025,364.06,Geico,987654321
858,GMC,Yukon XL 1500,4/17/2023,2/17/2025,165.29,State Farm,987654321
859,Hyundai,Accent,12/23/2023,3/19/2025,909.66,State Farm,555555555
860,Plymouth,Acclaim,12/1/2023,12/21/2025,425.09,Progressive,123456789
861,Honda,Element,5/2/2023,5/3/2025,738.47,Progressive,555555555
862,Lincoln,MKS,12/13/2023,7/15/2025,588.48,Geico,987654321
863,Honda,Prelude,9/13/2023,8/26/2025,323.2,State Farm,555555555
864,Mazda,Mazda6,7/11/2023,12/21/2025,405.52,Geico,987654321
865,Volkswagen,Jetta,5/27/2023,4/13/2025,709.25,State Farm,987654321
866,Infiniti,QX,9/25/2023,11/19/2025,710.15,Progressive,123456789
867,Oldsmobile,Silhouette,9/27/2023,12/15/2025,180.7,Geico,987654321
868,Dodge,Ram 2500,8/14/2023,1/18/2025,626.63,Geico,987654321
869,Dodge,Nitro,11/22/2023,4/4/2025,377.89,Progressive,987654321
870,Ford,Ranger,3/11/2023,1/16/2025,888.18,Geico,123456789
871,Mitsubishi,Endeavor,12/30/2023,9/15/2025,270.42,Progressive,987654321
872,Subaru,Forester,5/17/2023,6/21/2025,324.51,State Farm,555555555
873,Toyota,RAV4,4/27/2023,6/2/2025,482.23,Geico,987654321
874,Acura,Integra,7/3/2023,3/19/2025,750.62,State Farm,123456789
875,Ford,LTD Crown Victoria,3/28/2023,12/19/2025,237.16,Progressive,123456789
876,Hyundai,Elantra,4/3/2023,8/1/2025,332.46,State Farm,987654321
877,Cadillac,Escalade,8/16/2023,12/2/2025,502.95,Progressive,123456789
878,Ford,Thunderbird,10/13/2023,3/29/2025,653.26,State Farm,987654321
879,Mazda,Protege,11/17/2023,10/11/2025,526.48,Progressive,555555555
880,Pontiac,Trans Sport,7/4/2023,9/8/2025,602.63,Progressive,987654321
881,Hyundai,Accent,11/23/2023,3/11/2025,333.3,State Farm,987654321
882,Mazda,MX-3,1/23/2023,9/27/2025,207.2,State Farm,123456789
883,GMC,Rally Wagon 1500,1/26/2023,6/25/2025,244.69,Geico,987654321
884,Honda,Civic Si,9/5/2023,6/28/2025,349.72,State Farm,987654321
885,Infiniti,G,1/14/2023,9/3/2025,189.16,State Farm,555555555
886,Mitsubishi,Pajero,9/6/2023,7/12/2025,748.51,Geico,555555555
887,GMC,2500 Club Coupe,9/27/2023,8/15/2025,375.49,Progressive,555555555
888,Chevrolet,Metro,6/18/2023,4/12/2025,246.98,Progressive,123456789
889,Volkswagen,Touareg,6/30/2023,11/19/2025,468.2,State Farm,123456789
890,Toyota,Solara,3/28/2023,3/27/2025,707.64,Geico,123456789
891,Jeep,Wrangler,7/18/2023,3/1/2025,800.2,State Farm,555555555
892,Lexus,GS,8/18/2023,5/21/2025,246.92,Progressive,555555555
893,Saturn,Sky,1/24/2023,3/16/2025,202.71,Progressive,123456789
894,Mercury,Mountaineer,12/24/2023,3/30/2025,836.9,Geico,555555555
895,BMW,745,2/20/2023,4/1/2025,256.75,State Farm,987654321
896,Dodge,Ram 2500,12/16/2023,4/26/2025,499.72,Geico,987654321
897,Mercury,Topaz,4/19/2023,3/25/2025,836.4,State Farm,987654321
898,Pontiac,GTO,4/27/2023,4/21/2025,463.96,Progressive,555555555
899,Lexus,ES,12/22/2023,12/12/2025,107.74,Progressive,987654321
900,Chevrolet,Aveo,10/29/2023,9/24/2025,714.85,Geico,123456789
901,Ford,Focus,10/31/2023,3/10/2025,276.47,State Farm,123456789
902,Infiniti,M,3/3/2023,10/11/2025,990.85,Geico,987654321
903,Jeep,Compass,7/23/2023,12/9/2025,726.48,Progressive,123456789
904,Scion,xB,12/2/2023,10/21/2025,845.18,Progressive,123456789
905,Ford,F150,7/10/2023,3/13/2025,785.93,State Farm,987654321
906,Volvo,S80,10/1/2023,12/19/2025,599.25,State Farm,123456789
907,Volkswagen,Touareg,6/20/2023,11/19/2025,128.99,Geico,555555555
908,Mazda,CX-9,12/4/2023,9/20/2025,246.39,Progressive,123456789
909,GMC,Sonoma,7/16/2023,9/24/2025,837.05,Geico,555555555
910,Ford,Mustang,5/1/2023,8/30/2025,126.52,Geico,555555555
911,Lexus,CT,3/27/2023,1/9/2025,487.47,Geico,987654321
912,BMW,3 Series,7/10/2023,12/29/2025,655.63,State Farm,555555555
913,GMC,Savana 2500,2/6/2023,7/19/2025,971.2,Progressive,123456789
914,Buick,Regal,12/27/2023,5/31/2025,744.42,Geico,555555555
915,Mitsubishi,Chariot,7/30/2023,9/23/2025,606.98,State Farm,555555555
916,Pontiac,Bonneville,6/27/2023,5/21/2025,935.41,Geico,555555555
917,Lexus,SC,12/25/2023,11/13/2025,569.97,State Farm,555555555
918,Infiniti,QX56,7/21/2023,8/22/2025,204.2,State Farm,987654321
919,Volvo,V40,8/23/2023,10/21/2025,162.77,Geico,123456789
920,Cadillac,Escalade,5/20/2023,8/17/2025,277.37,Geico,987654321
921,Chevrolet,Silverado 1500,3/27/2023,12/26/2025,664.03,Progressive,555555555
922,Bentley,Azure,2/26/2023,12/27/2025,263.73,State Farm,987654321
923,Mercury,Grand Marquis,5/7/2023,9/22/2025,624.24,Geico,555555555
924,Kia,Amanti,9/24/2023,4/13/2025,105.84,Progressive,987654321
925,Mercedes-Benz,GLK-Class,1/7/2023,5/24/2025,196.21,Geico,987654321
926,Lincoln,Town Car,2/2/2023,2/15/2025,339.42,Geico,123456789
927,Buick,Riviera,9/24/2023,7/6/2025,808.52,State Farm,987654321
928,Infiniti,G,1/15/2023,3/26/2025,113.04,Geico,987654321
929,Ford,Explorer,12/2/2023,8/13/2025,196.8,Geico,123456789
930,BMW,3 Series,4/15/2023,2/6/2025,883.18,Progressive,123456789
931,Subaru,Impreza,5/8/2023,8/16/2025,515.02,State Farm,123456789
932,Toyota,Prius Plug-in,9/4/2023,4/28/2025,536.46,Geico,555555555
933,Hyundai,Veloster,3/24/2023,8/23/2025,201.42,Progressive,555555555
934,Mercedes-Benz,SLS-Class,4/3/2023,8/23/2025,672.62,Progressive,123456789
935,Suzuki,X-90,8/2/2023,8/31/2025,110.62,Progressive,555555555
936,Lotus,Elise,6/7/2023,1/25/2025,763.43,Progressive,123456789
937,Chevrolet,Blazer,9/1/2023,4/25/2025,986.17,Progressive,123456789
938,BMW,3 Series,1/3/2023,2/18/2025,121.14,Geico,555555555
939,Chrysler,Concorde,3/7/2023,3/5/2025,780.04,Progressive,123456789
940,Pontiac,Firefly,8/17/2023,4/3/2025,533.43,Geico,987654321
941,Audi,S6,11/22/2023,11/10/2025,666.62,Geico,123456789
942,Chrysler,Sebring,6/12/2023,2/15/2025,391.61,Progressive,555555555
943,Pontiac,Grand Prix,5/23/2023,8/11/2025,617.21,State Farm,123456789
944,Scion,xB,7/15/2023,2/19/2025,640.9,State Farm,987654321
945,Lexus,RX,3/2/2023,11/4/2025,476.07,State Farm,987654321
946,Dodge,Dakota,8/31/2023,10/10/2025,720.97,State Farm,555555555
947,Jaguar,XK,6/13/2023,5/14/2025,188.83,State Farm,555555555
948,Volkswagen,Passat,3/15/2023,12/13/2025,854.02,Geico,987654321
949,Nissan,Quest,2/23/2023,4/19/2025,672.24,Progressive,987654321
950,Plymouth,Colt Vista,12/24/2023,7/15/2025,407.66,State Farm,555555555
951,Honda,CR-V,9/7/2023,7/27/2025,904.75,Geico,555555555
952,Spyker,C8 Double 12 S,3/2/2023,10/30/2025,358.53,State Farm,123456789
953,Lexus,RX Hybrid,11/9/2023,10/4/2025,173.5,State Farm,555555555
954,Audi,100,12/3/2023,3/7/2025,167.68,Geico,987654321
955,Land Rover,Discovery,8/18/2023,4/20/2025,558.7,Progressive,987654321
956,Plymouth,Acclaim,9/28/2023,3/5/2025,741.2,Geico,555555555
957,Lexus,SC,11/19/2023,10/13/2025,350.68,Geico,555555555
958,Ram,2500,8/14/2023,1/4/2025,814.52,Progressive,555555555
959,Volvo,S80,2/15/2023,6/6/2025,693.22,Progressive,123456789
960,Honda,Civic,5/25/2023,12/8/2025,708.26,Geico,123456789
961,Jeep,Wrangler,4/12/2023,1/23/2025,547.56,Geico,123456789
962,Buick,Century,12/1/2023,4/8/2025,598.01,Progressive,987654321
963,Audi,5000S,12/6/2023,9/2/2025,384.57,State Farm,123456789
964,Ford,LTD,7/4/2023,2/26/2025,849.61,State Farm,123456789
965,Audi,4000,8/21/2023,1/7/2025,338.5,Progressive,123456789
966,BMW,M,7/23/2023,7/17/2025,884.94,Progressive,987654321
967,Mazda,B2500,1/3/2023,5/2/2025,143.97,Progressive,123456789
968,Chevrolet,Lumina,2/18/2023,5/26/2025,168.04,Progressive,555555555
969,Lincoln,Continental Mark VII,6/21/2023,6/5/2025,466.39,Progressive,987654321
970,Chevrolet,G-Series G10,9/17/2023,7/30/2025,429.76,Geico,555555555
971,Honda,Civic,9/17/2023,10/28/2025,845.83,Progressive,123456789
972,Plymouth,Prowler,9/2/2023,5/2/2025,668.92,State Farm,123456789
973,Lotus,Elise,9/14/2023,1/23/2025,100.78,State Farm,987654321
974,Mitsubishi,GTO,1/7/2023,4/16/2025,756.14,State Farm,555555555
975,Chevrolet,1500,5/16/2023,4/12/2025,807.92,Progressive,555555555
976,Toyota,Camry,7/22/2023,10/29/2025,710.92,Geico,987654321
977,Volkswagen,Passat,9/12/2023,9/20/2025,200.64,Geico,987654321
978,Ford,F250,1/30/2023,11/21/2025,647.57,Geico,555555555
979,Volvo,C70,12/6/2023,9/18/2025,729.5,State Farm,987654321
980,BMW,5 Series,8/17/2023,11/4/2025,800.79,State Farm,555555555
981,Volkswagen,Golf,10/5/2023,10/29/2025,773.79,Progressive,987654321
982,Infiniti,G,7/31/2023,5/27/2025,661.76,State Farm,123456789
983,Ford,Mustang,2/9/2023,1/22/2025,719.13,Progressive,555555555
984,Ford,Expedition,3/27/2023,12/8/2025,150.31,Progressive,555555555
985,Lincoln,Continental,4/19/2023,8/26/2025,275.96,State Farm,123456789
986,Mazda,B-Series Plus,1/25/2023,5/28/2025,436.02,Geico,987654321
987,Mercury,Marquis,12/12/2023,2/16/2025,244.13,State Farm,987654321
988,Mercedes-Benz,C-Class,8/5/2023,8/22/2025,168.91,Progressive,987654321
989,Jeep,Liberty,10/14/2023,6/22/2025,562.36,Geico,123456789
990,Mitsubishi,Mighty Max,7/10/2023,5/21/2025,965.82,Geico,555555555
991,Ford,F350,3/12/2023,1/19/2025,483.82,State Farm,555555555
992,GMC,2500 Club Coupe,8/6/2023,5/24/2025,435.49,Geico,555555555
993,Chevrolet,Tahoe,2/2/2023,7/24/2025,752.21,Geico,123456789
994,Mazda,MPV,12/8/2023,3/21/2025,391.9,Geico,987654321
995,Chevrolet,Caprice,8/24/2023,9/25/2025,209.11,State Farm,987654321
996,Ford,Thunderbird,4/27/2023,7/27/2025,883.64,Progressive,987654321
997,Mercury,Milan,2/12/2023,7/31/2025,720.08,Geico,987654321
998,Porsche,924 S,3/20/2023,3/12/2025,517.76,Progressive,987654321
999,Infiniti,QX,10/5/2023,10/23/2025,154.56,State Farm,555555555
1000,Nissan,Leaf,8/20/2023,1/29/2025,397.25,State Farm,555555555
